,ReviewBody,ReviewStar,sentiment
12747,"At this price.. it is awesome..  sound quality is very good... bass is good... battery back up good.. comfortable to use...
",4,2
3464,"Good product
",4,2
2437,"The sound quality is very good; but left speaker got faulty after 2 months use. Sometimes it voice stucks. Bluetooth range is  very less.
",4,2
927,"Overall nice product for the price. Not the best out there but for someone looking for a Bluetooth headset within budget; it's a really good deal. Battery lasts as well. But would personally recommend keeping another wired earphones for regular use or backup.
",4,2
2390,"Guys if you are planning to buy this product please wait for a while and purchase it when it's price drops to 1000 rs... usually happens within a week or so.
",4,2
3402,"when i connect to my phone and then i put my mobile in pocket; there is a problem in connection with Bluetooth.
",4,2
6284,"Value for money
",4,2
6176,"Cap quality is very poor; sound wise its good.
",4,2
3343,"Sound quality of the headphone is good;for music listeners it is a good option. Earbuds are fix at their position in ears
",4,2
6177,"Difficult to use this product when you are riding the bike; else the product is good in terms of quality
",4,2
6178,"Tried several earphone in this range........ This one is good.Length should be little short...........
",4,2
12621,"I like this wireless device but as compare with wire headphone; sound quality not good; may be it wireless software /device issues.
",4,2
6283,"nice product.  but why price falls just after product deliver.
",4,2
12620,"Sound quality is not as good as i expected from JBL. For something which cost me 2k i expected better sound. But the battery hasn't yet been an issue and it seems quite durable as well.
",4,2
872,"I am happy to review sound quality is very nice but one problem is that you can't hear sound more than 20 minutes because of air bud quality it so bad
",4,2
3342,"Good sound quality of calls; light weight; easy to carry but bass is poor
",4,2
3341,"Good
",4,2
6183,"Battery life of the product is poor and sound quality is also not so good.. Overall not so good to use
",4,2
14261,"Awesome Product
",4,2
6185,"1. Sound throw could have been better2. Gets disconnected every now and then3. Ergonomics are good
",4,2
2345,"the product is good it has a good build quality and a good sound quality... i am satisfied with the earphoned but not with the delivery it came late..
",4,2
6278,"After 1 month of excellent experience with this earphone; suddenly it stopped working...
",4,2
6188,"I liked the sound they produce but the design is not comfortable in long use.
",4,2
6189,"Good
",4,2
12618,"Disconnects sometimes.But lovely sound quality for the price.
",4,2
2348,"Classy look and very protective wire. Only the bass is less compared to boat wired earphones.
",4,2
6285,"Good  quality  sound and battery
",4,2
3314,"The earphones as compared to its price is worth every penny but I feel that the  wires could have been of a better quality
",4,2
3352,"Works properly.long battery life over all good
",4,2
869,"Seriously  i just love boat series last year i had purchased boat rockers 400 headphones  guys its sound quality and bass is supperb but today purcahesd boat rockers 255 wireless earphones its also sound quality and bass is good . Guys it is value for money. Its amazing  and very nice product  .
",4,2
66,"I bought these earphones on 23 March. My experience with these headphones is quite great. I got delivery on time; packing was great and sealed. So talking about functioning- it comes with the sound quality you will love. Bass is good enough to make your toes move. Mic is of good quality; Noise cancellation could have been even better but I think thats great for this price range. Works with dual phone and for for about 7-8m radius. Battery backup is good. Though it has 10 min charge system; full battery charging takes time. Buttons are working well. Build quality is superb. In short you can go for it if you are thinking to buy it.
",4,2
870,"The bass is very good in Boat Rockerz 225 and sound is also good . But the battery is okay and should improve on build quality .
",4,2
2354,"It's good it's nice everything is near to perfection except one thing....  That it's wire is sometimes inconvenient
",4,2
14242,"If u r a music lover just go for it.... Worth purchase
",4,2
3152,"I am writing this review after 1 month usage .The product is working very nicely.considering the price point it is great.😀😀😀
",4,2
2300,"Everything is fine but for the mic. will have to speak louder or keep the mic near to your mouth.battery backup is good. Bass is amazing.
",4,2
3146,"Sound quality is good enough at this price range but Bluetooth connectivity is not up to the mark while playing online videos .
",4,2
6289,"Gud one but d ear piece synthetic came off frm it place; otherwise its a perfect piece
",4,2
3348,"Best best better..nice ....no need hesitate to buy..excellent product for 1 hour charge u can  use It for 16hrs talk
",4,2
871,"Sound quality is very good as always Boat have; Super bass with balanced treble. Within this price range no other can beat boat. Go for it.My 1st product has less treble and i replace that product and this is as expected. If you think sound is not upto the mark then replace your product.
",4,2
12568,"good but; not fit properly in ear.in calling voice comes blour and poor; then u have to use our moibile earspeaker.for music it good but battery backup about 3 hour.good think is fast charging.
",4,2
12625,"Though bass quality is not upto the jbl standards; it’s a decent buy. Quite comfortable in the ears too. Satisfied.
",4,2
6169,"It's brilliant but JBL will have to work on volume button as it's a little too hard
",4,2
6170,"I ordered for blue one. Nice color. Amazing sound quality. No tangles. Easy accessibility.
",4,2
65,"The headphones are good; however the first one broke within one month; and boat replaced it; so kudos. Battery life is enough for one and half of my gym sessions; so I'd say between 5-6 hrs. Sound is clear with good depth.
",4,2
6173,"Everything is good except the button that used to change song; we have to long press it otherwise product is good.
",4,2
6286,"Sound quality is good but not excellent
",4,2
6277,"good
",4,2
873,"Good quality; good sound; bass is good; good noise isolation; good for during workout; call quality also good.
",4,2
6191,"Earphone is good but it do not have in build mike but worth buying
",4,2
12572,"The overall quality is quite nice nt the durability in sense ots structure is too much lost holic.. i orderd this twice nd it losted both the times within a month
",4,2
47,"I got it for INR999 and that's the reason am giving it a 4star rating. For casual listeners ; it has decent sound . I found it very clear not comparable to Hi-res earphones (ofcourse). It has good amount of bass but not deep bass instead more of a muddy bass but what else can you expect at this price. But it is good for casual music but i found it little weird for watching movies. Connectivity is ok . Not great cause if you'll put your phone behind your body like in case u keep ur phone in your back pockets ; the  connection gets lost. Moreover ; since it's a  Bluetooth 4.1 even the range is around 10m or less. Build quality seems good but only time can tell that. I have another boat product called Boat Rockerz 600 ( it was their flagship product then) ; which is a very good product. I have it for more than an year now and it's still running very strong though i don't use it as my daily driver. Only problem is that it's earpads are in really bad shape so i have similar hopes with this product too. And if you are confused between this or other similarly priced earphones like Boult; tagg and all don't bother they all are Chinese earphones re-branded and marketed as Boat or tagg etc. So i believe they should sound very similar. And the MRP written on them is basically a maketing gimmick. There's no way these kinda earphones could cost more than INR1500.And now for "" Audiophiles"" ;well if you are one ; you won't be looking at these anyway. So that's it . Happy shopping.
",4,2
6266,"Sound quality not as expected  also paining ear after some time use
",4,2
901,"So I like everything about this bluetooth. It's battery life; sound; range of connectivity. But when I talk to people on call they could hear the voice of my surrounding clearly but couldn't hear my voice. So basically even if it says notice cancellation but it doesn't work.
",4,2
2325,"Very very Good
",4,2
6236,"Good buy for the price. Good overall performance
",4,2
6237,"Needs some magnetic tip to hold; because on high speed biking it not stable.
",4,2
3323,"Best thing about this earphone is it's super powerful bass.
",4,2
6261,"one negative point.always on indicator light.sometimes it irritates in nighttime.
",4,2
898,"Durability is really good; flexible and doesn't fall off ears that easy; although the rubber material used for the eargrip isn't that great and is the only con (for which I have given a star less). Also for the price it's available; one can't really complain about battery. Which is 6hrs.
",4,2
6258,"Value for money . Good experience
",4,2
12580,"I like the product.Jbl doesnt gave up.Trust in brand
",4,2
6242,"Good
",4,2
894,"Sound quality is best in this price range and Bluetooth connectivity is surprisingly good only problem is battery life it is kinda low means you can easily get; 5 hours of usage in one charge but that's not enough anyways I guess that what you get in this price range.
",4,2
2317,"Good productIn terms of battery life n sounds quality
",4,2
2316,"Sound quality is good at this price point ;comfort to wear.
",4,2
3326,"Sound quality is good but proper care to be taken during handling. I purchased it for Rs 999... value for money..
",4,2
49,"Nice product. I love it's sound and bass. I purchased for me and another two for my family members after I make sure for it's sound quality. But one thing I really concerned here about it build quality. Mine replaced for two times till now for it's power button issue. It will take 20 days to replace the product. First time after 20 days of purchaseing and then after three months. Now they clame this new replacement is a good one. Let's see how many days it will again goes.
",4,2
50,"Well i used boat products before they are good as they were before.pros - base is good ; water resistant ( here doscription says IPx4 but my earphone box says IPx5; and that is even better ; you should update your product description. ) ; Magnet lock ; design .Con - cable is a bit long. As it has control box both side and a little hard cable at back; the remaining cable shouldn't be this long.Above all its a good product. Recommend to all the people who wants to buy a cheap but best wireless earphone.
",4,2
6248,"A perfect blend of good sound & bass.
",4,2
2327,"After 2 weeks of performance my rating on quality of the product :Bass 3.5/5Battery 5/5Noise cancellation 5/5Call quality 4/5
",4,2
867,"A good purchase for this price. However; the bluetooth range is max upto 7 to 10 metres only. Sound quality is good and is sweatproof to a good extent. Battery life is just okay; not great. Little flaws here and there but one of my best purchases.
",4,2
12600,"With this price range the quality is ok.
",4,2
2307,"Good quality
",4,2
874,"The sound quality is nice; but it's built quality is worst; my friend bought this headphone which he have to sent to service center twice; and mine one started showing problem within 1month; the song automatically restarts and it gets changed by it's own. Some time the mic also doesn't works.
",4,2
2342,"I use same product before when I on it it's saying Boat 255 but this earphone not saying this. Just saying boat only means it's not same model which I ordered.
",4,2
60,"Good Bluetooth in the ear headphones....Sound quality is decent....may seem a little thin; takes time to get used to; but definitely not bad or poor.Battery life too is decent( around 5-6 hrs) when connected.Build quality is good; though you need to b a little careful.All in all a VALUE FOR MONEY deal ( especially sweet since I got it at an attractive deal price of INR 999 during the Great Indian Amazon Sale).
",4,2
2341,"Getting interruption in bluetooth connectivity while phone is in pocket.
",4,2
6197,"It is good product but product is little bit costly as per quality.  Some time it's volume controller doesn't work.
",4,2
6199,"Ear bud layer is not good; with in 2 month it peel of from the speaker; after that it’s not comfort to use
",4,2
46,"Pros:charge time 2 hrs and backup is very good full day use (6 hr continuous)two led colors red and blue . while using blue light blinks after every few secs;in-build ringtone (trrrin trrrin type).using in honor 6x show battery icon in 100-80-50-25-0 stages.Gives warning on low battery and when connected or disconnected (human voice).Lightwight;good build quality.i replaced rubber earplugs with piston earphone plugs; the 3 pairs comes with package are not too soft but are fine.you can control volume of pc and mobile depends on which device is currently playing.i am using piston onemore ;music quality is not to that level but is pretty decent. bass is balancedcons:Range is 10m in real world plays well if u are in room ; the moment you walk out of room then distortion occurs.mic is very sensitive and works fine so far no complains from other end. i have not used outside the room.when it keep it for charging it gets switch off on it own then have to reconnect it again (not a big issue) ....first i had doubt on it battery;sound quality;mic quality but after using it i am happy even though i have used one more ;boat 255;mi earphone 399 ; Samsung earphone; Phillips 249 etc.
",4,2
6205,"It’s a good product. Definitely worth paying 2k but quality is not as good as expected.
",4,2
3338,"A blend of good sound and perfect noise cancellation.
",4,2
6208,"I was expecting a bit more bass and bit more sound but overall it's good. The problem is with battery.
",4,2
6209,"Sound Quality:GreatBattery life:Little bit weaker
",4,2
12608,"Bought it in August 2018; and worked fine until now when suddenly one earpiece stopped working. Otherwise; I totally recommend it. It's a good option at the price point.
",4,2
2305,"Good product. Could be better in sound quality.
",4,2
881,"Product quality is good ; bass is very nice.Little uncomfortable in ears specially while gymming with lot of sweat.Neck Band little annoying while doing extensive workouts .Otherwise sound quality is goodWill give 4/5 stars overall
",4,2
2335,"Worth buying this.. Battery life is very good.Sound quality is also goodBuild quality is also good
",4,2
882,"I used for an... 20-25 days.... This has an some connecting problem... After connecting...the sound quality will be changes.. too verryy very poor....after restarting the phone and .. ONING AND OFFING the Bluetooth earphones....then it will be works..good
",4,2
6217,"Sound quality is really good but the two cons that i can't ignore are battery life and Bluetooth connectivity
",4,2
883,"Good enough but sound is low as compared with other.
",4,2
2333,"Need improvement on bass
",4,2
2308,"Good product but delivered boat wire headphone.
",4,2
6153,"the product is good bt jbl can make it more better the samsung earphn is as same as jbl but as a student i prefer jbl is the best
",4,2
67,"In terms of price range it is a good earphone but not the best one. Sound quality is good; no issues with battery life and also feels very comfortable around your neck. Sometimes the connection was breaking while you are travelling by vehicle but it is not a big issue as it happens rarely. The only thing that I did not liked was the length of cable. It was really a bit long that can make some disturbance to you especially when you are not listening to music and casually hangs it from your neck. However the magnetic effect was working very fine.
",4,2
3307,"Sound was nice..high pitch is not so clear..nd base is average...otherwise everything was perfect..nice product overall ..
",4,2
6090,"I have been using it from past 2months; I never face any Problem with it. Sound quality; battery life is good. In the range of 2000 it is the best one...
",4,2
849,"Writing this review after used 3 months. Sound quality with bass is good. I use it 3 to 5 times a day 10 to 20 mints on average on each time. Though the battery backup comes for 2 days.But there would be a signal problem when the distance crossed b/w mobile and headphones.
",4,2
12548,"Excellent Bass and good Bluetooth earphones having clear sound even at  reasonable distance.
",4,2
6092,"I like it
",4,2
919,"The first impression on the product is good. But when I received the product the package was damaged and the box was crushed a bit. If the same affects the product in near future have to return it to get a new product.
",4,2
6094,"So far feels good. Feels premium. Except there is not much of boise cancellation. Mike could have been a bit closer.
",4,2
3130,"Sound quality bit low in trafficGood battery backupShould have a kept a separate button to switch on & off
",4,2
2286,"overall product is good  ...  sound quality is awesome. one thing is only bass lover will love this because it reduces the volume of vocals while playing bass.
",4,2
40,"I got this product by 03/12/18 by 04:45 PM. Immediately opened the package to see how the condition was; however it came in a well packed box and on top of it Amazon's insulated cover with invoice. Opened the headphone and put charging through laptop for a few minutes and started using it.Pros:1. Connecting to my new OnePlust 6T within no time and giving a sound with a bold voice stating ""You are now connected to Boat Rocerz 255""2. Base is really awesome; able to hear vocals properly; well mounted ear tips helps you to use the headphone for longer time3. Call quality is fine and more over noise cancellation is ok4. Music is so good to listen while driving.Cons:1. Multi-functional is not so compatible to my phone (it's my assumption); where I could not able to got to the next song or previous song.2. Noise Cancellation is not that much awesome but yeah can able to listen our voice properly by the other side.3. If we give pause for 5 minutes to the song while listening through this; you should go back again to your phone to replay it againOverall it's a satisfactory deal and worth every rupee we spend on it. As this is my second product from Boat I strongly recommend this.
",4,2
3380,"Got at discounted price. Happy with it.The sound should be a more louder.
",4,2
6100,"Worth buying the product; the only issue i have with the earphone is the ear starts paining after being use for more than an hour.
",4,2
3288,"This is the my best ever purchased Wireless headphones entire in my life... Good bass and build quality also good.
",4,2
3289,"Good Product. Go for it without any doubts
",4,2
6320,"Overall good
",4,2
6103,"This is best product from Jbl. Perfect fit in ears. Battery life is up to 5 hours.
",4,2
6319,"I like everything except battery life and interference on making calls on phone
",4,2
2377,"Battery backup not great...
",4,2
852,"Battery life is the worst thing....sound is good; bass is decent. Music Quality is like any other boat product. It is decent.
",4,2
2376,"Sound quality is good but battery backup is worst
",4,2
12668,"My bluetooth headphone are not talking charge .....And its in warranty period hw cm i fix d problem ......plss help me out
",4,2
3379,"Product is awesome. Sound quality is good. Battery backup is good. Bass is good
",4,2
6087,"Good Sound quality for the price you are paying.. Good Battery.. Your ears don't  hurt even after hours of listen to music.. They are worth it..
",4,2
2284,"Bass is awesome but sound quality slightly less than expected... otherwise overall product is good at this price range ! Worth buying !
",4,2
88,"after 3 days of use I am writing this review.. I have got it at Rs. 999.001) battery life almost 5 hours of music.  not a problem for me.2) built up quality good.3) most importantly sound quality not awesome. may be good. if u like bass a great then good choice but vocal sound is seemed lower and sometimes not crystal clear. I have senheiser cx180 which costs rs.750. produces much crisp sound and bass.but overall at rs. 999 it is a good deal.
",4,2
2278,"I have spent 999 for this product. It is a good product at this price. Bass is good. sound quality is a bit inferior than it Bass. Overall satisfied with the product...
",4,2
87,"Honestly First bummer was packaging.It looks like it was already opened.The package got little torn.. tape looks off the place. Also; earphones inside also didn't looked like fresh packaging. It really looks like It was used before.but I could be wrong and it could be just bad packaging also.sound is good though ; average loud; but not very good. Range is good i can easily use it while moving in my house. You will always feel some disturbance while playing.Also; I tried connecting with multiple devices but it can not be done while it's connected to other device. First; you gotta disconnect it then it can be connected.
",4,2
3398,"Battery life is awesome
",4,2
2279,"Excellent Bluetooth earphone and worth buying at the priceBut I am unable to connect it in 2 deviceCan you let me know how to connect it in 2 devices?
",4,2
842,"Battrey backup 3/5Sound Quality 3/5 Do Not expect great bassValue for Money 4/5Bluetooth Reception 3/5Considering price of 1K its an good product for daily use
",4,2
12678,"Good for calls.  Not for music lovers. JBL sound quality clarity base effect missing.
",4,2
924,"Using This Product 2 months ago product is working fine but the battery of this after 4-5 hours automatically low
",4,2
843,"In this price segment this is the one of the best Bluetooth headphones available in the market and if you're are thinking to buy it to use in the gym just go for it worth every penny
",4,2
3397,"Amazing product sold by Amazon. The product works awesome.  Bass lovers just love the bass.
",4,2
3395,"It is good produt but not correct fitting in ear.
",4,2
6075,"Using long time can hurt your ear little. Noice cancellation isn't there so benefit of this product is that you can use this while you drive a car or bike or bicycle.
",4,2
845,"I ve been a constant fan of Boat products and LL their products have been top quality. The battery backup is really good and the sound; no disappointment with that. A big fan of their bass tech. Overall loved it.
",4,2
2388,"Overall performance is good only low frequency response little average
",4,2
846,"A near ideal buy in Rs 999/-.Sound quality might not be perfect but noise cancellation is really good. Light weight makes it perfect for on the go activities.
",4,2
14216,"It's battery power runs for a long time; once it is fully charged. Really pretty long battery life with awesome connectivity.
",4,2
82,"Boat rockerz BT headphone.1. Product quality is decent. Sound quality is good. Works perfectly as an in-ear headphone; as you won't hear much outside noise or even outside sounds once you're plugged in.2. You will hear audio assists when you switch it on; pair it to Bluetooth; switch off etc. That is a good feature.3. Placement of the earpiece is problematic. I found it difficult to place it initially; but I figured it out later. Now; after 3-4 days of use; my ear hurts because I have been placing them in ear. So that's a bad thing.4. I noticed that the headset attracts a lot of dust when used. So on the black headset; you can see dust particles sticking on.
",4,2
2283,"Its good product...but not lowed volume medium...not high...base its good but not high...over all this price range 1000 so its good ...
",4,2
2385,"So far goodBattery life could be improvedNeck band compromise its appearence but good if stability is concern
",4,2
3284,"Sound quality could be better.
",4,2
20,"The product is great intially !But the real test is after 2 months of useSo reviewing the product after two months of usePros1 The earphones drives you a very rich sound quality inspite of being wireless2 The neck band makes it much more durable then the other earphones3 The flat wire is very durable and the magnets saves it from you loosing it4 The 45 degree tilted earbuds just fits right in most of the ears (you can check with other 45 degree tilted earphones for a day that weather you are comfortable with it or not )5 It comes with 2 pairs of extra buds the small and big while the medium one is already on itCons1 - The connectivity of dual phones is not that easy as shown.(>Connect the earphone to phone A as usual>Disconnect it from the phone A by switching off the Bluetooth on phone A>Now connect the earphone to phone B>Switch off the earphone and switch it on back>Open the Bluetooth settings on phone A and B>From the paired device list select boAt rockers 255 on both the device at the same time.On the earphones you will get to hear YOU ARE NOW CONNECTED TO BOAT ROCKERZ 255 TWICE )2- You get a cracking sound when ideal or just before you dial a number on dial pad3 - Battery life is not accurateSometimes it work hours with 40-60 % battery while sometime it is dead on 80%So Dont rely on the battery indicator  at all but the battery once charged for 2-3 hours works constantly for 5-6 hours on normal volume.I hope this was of some help do mark it helpful  if so...Overall you should go for it when you get a exciting deal on this product
",4,2
78,"Can't compare with sony or any other branded ones. But in this price it's good. Silicon material good to wear no feeling of like we are carrying it on our neck . Its comfortable having it around the neck due to good silicon material.  As this is in ear canal type speakers we. Eed to really push it inside the canal 1st 1/3.then only we can enjoy real beats and bass. If you wear it superficially sound won't look great. So far battery ; durability;sound ;price this is best one.
",4,2
915,"My review after using it for 15 days ; the product is worth for the money compared to other brands like JBL ; Sony etc .1) Good HD sound quality2) awesome bass3) battery backup is just fine gives 6hrs  playbackOverall satisfied..would like to give 4 stars
",4,2
912,"Carry case was not included in the package.. however; the sound quality is very good with a strong bass. Battery charging takes unusually long time. Overall; satisfied with the product.
",4,2
2364,"Nice product... Good battery life.. I got this at ₹999/- More value for money..
",4,2
6137,"Great product but sound is low even at full volume; difficult to listen in noisy environment.
",4,2
6301,"Apart from the earbuds..all seems just fine
",4,2
908,"Sound quality very good. Battery life could be better to make it perfect. Also the length of wire could be reduced/adjustable. Currently too long
",4,2
2299,"Sound quality is very good but could have been louder. Standby time is great
",4,2
3295,"Overall good.Plus point is it receives audio transmitted from Apple Ipod Classic through Baile BT Transmitter.
",4,2
6296,"The battery life and sound quality is very good..I found the build quality a bit poor
",4,2
3357,"Sound quality is good
",4,2
6138,"Correct length of wire; can be put as a knot; not magnetic
",4,2
3160,"Superb sound quality and battery life is also very good; ear tip can be slightly better than this overall nice product
",4,2
2362,"Perfecfly fits in ears and doesn't pop out due to sturdy support....balanced bass with optimum mids and highs...very good in its price range
",4,2
2361,"Very nice product and sound is good..  I am using for calling and Happy to use.
",4,2
14268,"How is the bass effect?
",4,2
6147,"Mic performance is not much; it is giving low voice output when I am speaking calls. All the other features are impressive.
",4,2
3138,"Good headset;
",4,2
14265,"Osm Bass
",4,2
6151,"Sound quality is good; bass effect could have been done better. But considering the price; it's value for money for a JBL
",4,2
3354,"I would like to rate 5 but I did 4 because it doesnt show battery percentage in my mobile.I am having Moto E4 plus.
",4,2
3361,"Product is very nice but compared to other competitors it has low base..on the other side it gives a clear music
",4,2
3375,"Sound quality is very good and product quality nice
",4,2
860,"The product is great. The sound quality is excellent. The bass is superb. Noise cancellation is perfect.Battery is powerful last 4-5 hrs with one charge.One thing I must say the cable is way too long.The product I received  and the delivery service is mind blowing.
",4,2
12645,"Comfortable; cost efficient; no bass full of treble effect. I feel bad because not enought bass effect
",4,2
6316,"Design  - 8/10Sound  - 9/10Battery life - 8/10Delivery  -10/10
",4,2
14228,"Just amazing product sound quality is better and also battery but i didn't get extra eartips with this package
",4,2
6313,"Sound quality is awesome; But is not suitable during joging or exercise.
",4,2
14272,"This your phone which have got was overall a good product however the comfort level was not enough for long time use
",4,2
12657,"Good product sound quality is good battery life is very good I charged it for 30-40 minutes and watches 2 movies of more than 4 and the half hour still I can use it for one hour
",4,2
3134,"boAt Rockerz 255 Sports Bluetooth is good quality product.
",4,2
3291,"Wire is too long; quality wise good. Nice sound. Wifi range is not up to the expectation.
",4,2
74,"Worth buying this product if you have a limitted budget of 1.5 KJust to note this earphone comes with bluetooth v 4.1 and CSR 8635 chipset; but there is a confusion with amazon itself... in desc its mentioned 4.1 however in pictures its shown as 4.2.. The seller is selling us version 4.1. Please amazon correct it!! Customers would face the loss in case of any mis communication.Talking about build quality; sound clarity and looksI personally liked it.. Bass is really good no noise while hearing. If you are listening into a good melody songs you would dive into the music. Look wise as depicted in pictures it looks different from the black and red..I use for jogging and excersise and the fit is good.. it won't get dropped off.Battery is ok I am getting around 6 hrs in a one full charge. Battery capacity could have been increased at least to 10 hrs by Boat. But no worries...
",4,2
12655,"The only problem is the battery.. Didn't last long..
",4,2
3161,"Awesome sound quality; you can hear sound that you cannot hear in tv or in speaker mode.Using from last 1 month.
",4,2
41,"Sound quality is good. noise cancellation is not upto the mark. battery quality is decent. by charging it once you can enjoy upto 5hrs of music without any issue
",4,2
12652,"Good
",4,2
6120,"ONLY PLUS POINT IS THE WEIGHT IS VERY LESS EASY TO CARRY IN POCKET JUST LIKE WIRE HEADPHONE
",4,2
3368,"Good product
",4,2
913,"Sound quality Awesome; Battery life is very good but auto connection problem we have to connect manually otherwise no problem at all.  If you want to buy then you can buy it.
",4,2
12650,"buid quality is little cheap not very cheapbase is little higher; equaliser tweak will fix it
",4,2
6308,"Nice product at good price🤩
",4,2
2296,"These earphones are good for daily basis.good to take phone calls.but while pubg the mic is not working well.our voice will be heard by others  very low
",4,2
3365,"Worth spending the bucks on a product like this. The output is loud ; bass perfect ; clarity perfect
",4,2
3362,"Sound quality is very good but battery life is not good because is 20%battery is switched off durability is good
",4,2
2466,"The sound quality is great for the price. But the biggest problem is a lag of atleast 2 sec while playing games
",4,2
6252,"Headphone is good. Sound quality pure bass but length is small not properly fit around the neck.
",4,2
778,"It's worth of the price; everything is good. But i am having issue when i connect these to my MI 55 Inch tv; automatically wifi disconnecting everytime. When i am not using earphone with tv it works fine. I think there is a comatibility issue
",4,2
12443,"As usual; there are some connectivity issues. The volume controller's placement is really bad. But it delivers a very good experience. Bass and Treble are perfectly balanced. Midtones and vocals are clear. Most importantly I can use this earphone while riding a 2 wheeler with my helmet on. Araaam see...
",4,2
5686,"Good product but no bass
",4,2
975,"First of all the design is good and premium. Sound quality is superb including extra bass while watching videos on YouTube. And noise cancelling is better for this price.
",4,2
135,"For the price it is offered I would recommend this . Noise cancellation is surprisingly good . Sound quality is also impressive but not the greatest for sure . Bass effect is more . Fit the ear perfectly and doesn't come off . Wire and exteriors are made of plastic but serves the primary purpose . Bluetooth slightly deteriorates when you keep the phone and move to another room with too many walls obstructing . But overall is a good deal . Battery lasts upto 6 hours .
",4,2
14327,"Have been using them for few months and I found them quite good for the price...They are quite good and you don’t have to worry about them falling of as you can tie them around your neck and both stick by magnets unlike apple air pods where you alway fear of losing them...Music sound quality is good and voice calling quality is ok...battery backup is really nice..After months of use I will definitely recommend you all to go ahead with these wireless headphones...
",4,2
3218,"Very good Sound.. excellent battery life. Perfect for workout.
",4,2
3081,"It is good and durable
",4,2
5787,"Tired of reading? Watch full indepth review videoAnd please please subscribe my channel on youtubeJust search for 'jbl 205bt bluetooth earphone review ajit Suryawanshi'So lets start review.....Used the product for 1 month and then writing the review1. Whats in the box? - in box you get micro usb to usb cable used for charging; product itself; and manuals2. Build Quality:- The build quality of earphone is really good. The cable is not braided but actually made up of high quality rubber. Product feels sturdy and premium. Hence in terms of build quality the product gets full marks.3. Comfort:- Talking about the comfort it's personal choice for me comfort is really good but some people found to be uncomfortable and doesn't fit well so i would suggest use apple earpods as a test. Earphone doesn't fell off while running or driving. One side of earphone has soft rubber hence grip in ear is good. Hence in terms of comfort i would give full marks4. Features and Functionalities:- In this area the earphone lets you down. The earphone doesn't support google assistant or siri. The earphone has three buttons. Long press middle button will turn on/off the earphones; while single press is used to play/pause music or take/end calls. Remaining two buttons are used to change volume and music track. Single press will change volume and long press will change track. The volume buttons are hard to press initially but gets soft over a time. Earphone has led indicator indicating on/off (white) connectivity (blue). It is blinking in pairing mode and stays still when connection is established. Earphone uses bluetooth V4.0 hence in terms of range it won't be an issue. You can easliy travel from one to another room.Microphone quality:- its good and gets job done.calling with these earphone will have No issues hereBattery life:- The battery life of these earphone is average i would say. It would get around 4 to 5 hours of battery life which is average in my opinion. It will suffice for 1 working day with medium usage. But on heavy usage you have to top it up. Watching videos or movies will drain battery faster.Charging time hovers around 1:30 hours to 2 hours from 0 to 100%. Earphone doesn't have any fast charging technology.Sound Quality:- Here i would say its a Bomb. It's surprisingly really really good. High are very clear mids are very well defined and base is also really good. You will love to hear all types of music. Instruments and vocals are also very clear and well defined. But yes its not for basshead as earphone are not very bassey. Base is very well balanced and doesn't affect mid and high tone. Hence in terms of sound it will surely put smile on your face.Pros:-1. Good build quality and great design2. Comfort is subjective but it's good3. Sound signature is phenomenal4. Good bluetooth rangeCon's :-1. Doesn't support Google assistant or siri2. Battery life is averageSo lastly do i recommend to purchase these earphones? Well definitely yes; an earphone is know for sound and in this it shines.So overall i would give 4/5 stars as it sounds really goodSupport by pressing help button if like the reviewAnd please subscribe to my youtube channel and please provide valuable feed in comment section. Any questions ask in comment section of youtube will be happy to answer in only minutes.
",4,2
134,"Boat is awesome if you like to hear bass's and quality.I am using one plus 6 and quite satisfied with boat. In case of audio controlsDouble tap + button to increase volume & single tap for change next track.Double tap - button to decrease volume & single tap to previous track.Double tap o or middle button to dial last call; single tap 2 seconds for Google assistant; single tap immediate to play or pause music; single tap long press to on or off boat rocker or Bluetooth connectivity.If u charge daily 20 minutes it's enough for long day continues music.Overall Good product.
",4,2
771,"Nice headset. Good sound ;noice cancellation; handy; good battery. One thing is with the mic. Some times the surrounding noice is boosted more while making calls and audio recording. Rest all nice.
",4,2
2550,"Good
",4,2
6544,"Nice.....
",4,2
133,"Mid range is poor. The finer sounds are not extracted.The product is extremely light and u won't feel it's there. This is an awesome feel. Sooper bass and crystal clear pitch. Bluetooth connectivity is remarkable. I received it yesterday and played for 3. 5 hours without and drop in performance. Seems sturdy. Yes; while listening to audio from Gaana; was getting a 3D feel; as if am sitting midst of a concert.
",4,2
3178,"worth at its price....  good battery backup;sound qualiy with good bass...onlyvthing is that the wire is too lengthy....
",4,2
12813,"Good one
",4,2
5682,"Working good
",4,2
5687,"Sound quality good nice product
",4,2
6541,"Like
",4,2
3080,"Damage product  received.......
",4,2
765,"It feels light and comfortable while wearing. Sound quality is ok ok. I use it during workout so that's not much issue for me. Feels biased towards bass. I had to use equaliser to dial it down.Don't buy if you are fussy about sound quality...
",4,2
14324,"Good quality; sounds good. Takes a little time to get used to the sound; balanced sound; bass is not overpowering. Magnets on the earphones work only when placed correctly. It won't just cling to eachother if you want it instantly; you'll have to bring the magnets together properly.
",4,2
